keyword,function_name,equipment_category_large,equipment_category_middle,confidence,company_count,source_match_count,equipment_count,hub_count,source_fields,source_examples,equipment_examples,discovery_method,evidence_template
IoT,데이터/실감형 콘텐츠 검증,데이터처리장비,,0.695,1,1,29,7,company_ntis_lead_project.project_name,기업 #1049#1049 | company_ntis_lead_project.project_name | IoT기반지능형항만물류기술개발(R&D),엔지니어링 협업 시스템#9 | 데이터처리장비 > 하드웨어 > 서버 @ 다대단지 || 주조성형해석프로그램#27 | 데이터처리장비 > 장비소프트웨어 > 계측/분석소프트웨어 @ 지사단지 || 논리설계 검증 소프트웨어#44 | 데이터처리장비 > 장비소프트웨어 > 연구장비기반소프트웨어 @ 지사단지 || 산업안전빅데이터플랫폼#52 | 데이터처리장비 > 하드웨어 > 서버 @ 수안단지 || 5G기반 드론 통합 관제 시스템#88 | 데이터처리장비 > 하드웨어 > 달리 분류되지 않는 하드웨어,profile,연구개발 과제 문맥에 '{keyword}'가 나타나고 연결 장비 29건이 확인되어 {functionName} 근거로 삼았습니다
VR,데이터/실감형 콘텐츠 검증,데이터처리장비,,0.695,1,1,29,7,btp_support_history.main_product,"기업 #1049#1049 | btp_support_history.main_product | VR교육훈련장비, VR콘텐츠, AR/VR 시뮬레이터",엔지니어링 협업 시스템#9 | 데이터처리장비 > 하드웨어 > 서버 @ 다대단지 || 주조성형해석프로그램#27 | 데이터처리장비 > 장비소프트웨어 > 계측/분석소프트웨어 @ 지사단지 || 논리설계 검증 소프트웨어#44 | 데이터처리장비 > 장비소프트웨어 > 연구장비기반소프트웨어 @ 지사단지 || 산업안전빅데이터플랫폼#52 | 데이터처리장비 > 하드웨어 > 서버 @ 수안단지 || 5G기반 드론 통합 관제 시스템#88 | 데이터처리장비 > 하드웨어 > 달리 분류되지 않는 하드웨어,profile,{sourceField}의 '{keyword}' 제품 표현이 1개 기업에서 확인되어 {functionName} 근거로 사용했습니다
소프트웨어,데이터/실감형 콘텐츠 검증,데이터처리장비,,0.765,1,1,29,7,company.main_product,기업 #1049#1049 | company.main_product | 관제장비 및 주변장치/소프트웨어개발 및 유지보수,엔지니어링 협업 시스템#9 | 데이터처리장비 > 하드웨어 > 서버 @ 다대단지 || 주조성형해석프로그램#27 | 데이터처리장비 > 장비소프트웨어 > 계측/분석소프트웨어 @ 지사단지 || 논리설계 검증 소프트웨어#44 | 데이터처리장비 > 장비소프트웨어 > 연구장비기반소프트웨어 @ 지사단지 || 산업안전빅데이터플랫폼#52 | 데이터처리장비 > 하드웨어 > 서버 @ 수안단지 || 5G기반 드론 통합 관제 시스템#88 | 데이터처리장비 > 하드웨어 > 달리 분류되지 않는 하드웨어,profile,데이터처리장비 분류의 연결 장비가 29건 확인되어 '{keyword}'를 {functionName} 판단 단서로 삼았습니다
시뮬레이터,데이터/실감형 콘텐츠 검증,데이터처리장비,,0.765,1,1,29,7,btp_support_history.main_product,"기업 #1049#1049 | btp_support_history.main_product | VR교육훈련장비, VR콘텐츠, AR/VR 시뮬레이터",엔지니어링 협업 시스템#9 | 데이터처리장비 > 하드웨어 > 서버 @ 다대단지 || 주조성형해석프로그램#27 | 데이터처리장비 > 장비소프트웨어 > 계측/분석소프트웨어 @ 지사단지 || 논리설계 검증 소프트웨어#44 | 데이터처리장비 > 장비소프트웨어 > 연구장비기반소프트웨어 @ 지사단지 || 산업안전빅데이터플랫폼#52 | 데이터처리장비 > 하드웨어 > 서버 @ 수안단지 || 5G기반 드론 통합 관제 시스템#88 | 데이터처리장비 > 하드웨어 > 달리 분류되지 않는 하드웨어,profile,주요제품 데이터에서 '{keyword}'가 확인되고 관련 장비 29건이 있어 {functionName}과 매칭했습니다
방사,전자파시험(EMC),전기/전자장비,측정시험장비,0.765,1,1,25,2,company_ntis_lead_project.project_name,"기업 #1049#1049 | company_ntis_lead_project.project_name | 민군기술협력(R&D)(산업부,방사청)",정전기 내성시험 시스템#21 | 전기/전자장비 > 측정시험장비 > 절연/누설/정전기측정시험장비 @ 지사단지 || 주행차량 전자파 내성 측정 시스템#22 | 전기/전자장비 > 측정시험장비 > 전자파측정시험장비 @ 지사단지 || 고주파 RF 파워증폭기#29 | 전기/전자장비 > 측정시험장비 > 전자파측정시험장비 @ 지사단지 || 과도시험 시스템(CTE/CTI)#54 | 전기/전자장비 > 측정시험장비 > 달리 분류되지 않는 측정시험장비 @ 지사단지 || 완성차 방사내성 시험(RS)시험 시스템#55 | 전기/전자장비 > 측정시험장비 > 전자파측정시험장비 @ 지사단지,profile,연구개발 과제 문맥에 '{keyword}'가 나타나고 연결 장비 25건이 확인되어 {functionName} 근거로 삼았습니다
보행,의료기기 사용성/성능평가,임상의료장비,,0.765,1,1,24,3,btp_support_history.support_item,기업 #1786#1786 | btp_support_history.support_item | 보행 시 발 아치 능동적 교정 및 신체 압력 중심 이동 궤적 개선을 통한 고령자 맞춤형 발바닥 근육 강화 인솔 개발,의료기기 사용적합성 평가실#15 | 임상의료장비 > 임상진단영상장비 > 달리 분류되지 않는 임상진단영상장비 @ 다대단지 || 휴대용 운동생리학적 신발 칼로리분석 시스템#25 | 임상의료장비 > 임상측정/진단장비 > 호흡기측정/진단장비 @ 녹산단지 || 인지 자극 측정 시스템#64 | 임상의료장비 > 임상측정/진단장비 > 달리 분류되지 않는 임상측정/진단장비 @ 엄궁단지 || 듀얼 시선 추적장비#73 | 임상의료장비 > 임상측정/진단장비 > 달리 분류되지 않는 임상측정/진단장비 @ 엄궁단지 || 이동형 모니터링 분석 시스템#97 | 임상의료장비 > 전문의학용특수장비 > 달리 분류되지 않는 전문의학용특수장비,profile,지원 이력의 '{keyword}' 항목이 3개 BTP 거점 장비와 연결되어 {functionName} 수요로 해석했습니다
성능,성능 관련 장비 검증,기계가공/시험장비,재료물성시험장비,0.765,1,1,23,5,btp_support_history.support_item,기업 #2379#2379 | btp_support_history.support_item | 파공 방수패드 장비의 성능 개선 및 제작,"20리터회전식감압농축기#2 | 화합물전처리/분석장비 > 분리정제장비 > 증류/농축기 @ 일광단지 || CDM 시험기#13 | 전기/전자장비 > 측정시험장비 > 달리 분류되지 않는 측정시험장비 @ 장전단지 || 동적하중 만능재료시험기#26 | 기계가공/시험장비 > 재료물성시험장비 > 진동내구시험장비 @ 지사단지 || 가습기, 제습기,히터, Heat Pump 평가설비#30 | 기계가공/시험장비 > 열유체장비 > 열교환기 @ 지사단지 || 후면 그라인더#41 | 기계가공/시험장비 > 반도체장비 > 가공/리페어/절단장비 @ 장전단지",direct-text-overlap,기업 문구와 장비 정보 양쪽에 '{keyword}'가 직접 나타나고 장비 23건이 확인되어 {functionName}으로 연결했습니다
압력,압력 관련 장비 검증,물리적측정장비,힘/토오크/압력/진공측정장비,0.765,1,1,23,7,btp_support_history.support_item,기업 #1786#1786 | btp_support_history.support_item | 보행 시 발 아치 능동적 교정 및 신체 압력 중심 이동 궤적 개선을 통한 고령자 맞춤형 발바닥 근육 강화 인솔 개발,퓨리에 변환 적외선 분광기#87 | 화합물전처리/분석장비 > 분광분석장비 > 푸리에변환적외선분광기 || 야외 활동 시험용 3차원 무선 모션캡쳐 시스템#110 | 물리적측정장비 > 길이/위치/자세측정장비 > 달리 분류되지 않는 길이/위치/자세측정장비 @ 녹산단지 || 필름형 압력 측정 장비#111 | 물리적측정장비 > 힘/토오크/압력/진공측정장비 > 달리 분류되지 않는 힘/토오크/압력/진공 측정장비 @ 다대단지 || 휴대용 지면반력 측정 장비#131 | 물리적측정장비 > 힘/토오크/압력/진공측정장비 > 달리 분류되지 않는 힘/토오크/압력/진공 측정장비 @ 다대단지 || 맨발 족저압력 및 보행분석 시스템#141 | 물리적측정장비 > 힘/토오크/압력/진공측정장비 > 달리 분류되지 않는 힘/토오크/압력/진공 측정장비 @ 녹산단지,direct-text-overlap,물리적측정장비 분류의 연결 장비가 23건 확인되어 '{keyword}'를 {functionName} 판단 단서로 삼았습니다
측정장비,측정장비 관련 장비 검증,물리적측정장비,힘/토오크/압력/진공측정장비,0.765,1,1,21,5,btp_support_history.main_product,"기업 #1786#1786 | btp_support_history.main_product | 기능성 인솔, 균형능력 측정장비",필름형 압력 측정 장비#111 | 물리적측정장비 > 힘/토오크/압력/진공측정장비 > 달리 분류되지 않는 힘/토오크/압력/진공 측정장비 @ 다대단지 || 전자파 적합성 시험장비(EMC 측정장비)#121 | 전기/전자장비 > 분석장비 > 신호분석기 @ 지사단지 || 휴대용 지면반력 측정 장비#131 | 물리적측정장비 > 힘/토오크/압력/진공측정장비 > 달리 분류되지 않는 힘/토오크/압력/진공 측정장비 @ 다대단지 || 맨발 족저압력 및 보행분석 시스템#141 | 물리적측정장비 > 힘/토오크/압력/진공측정장비 > 달리 분류되지 않는 힘/토오크/압력/진공 측정장비 @ 녹산단지 || 완전 무선 인솔타입 족저압력 측정 시스템#156 | 물리적측정장비 > 힘/토오크/압력/진공측정장비 > 달리 분류되지 않는 힘/토오크/압력/진공 측정장비 @ 녹산단지,direct-text-overlap,주요제품 데이터에서 '{keyword}'가 확인되고 관련 장비 21건이 있어 {functionName}과 매칭했습니다
보행,보행 관련 장비 검증,물리적측정장비,힘/토오크/압력/진공측정장비,0.740,1,1,15,2,btp_support_history.support_item,기업 #1786#1786 | btp_support_history.support_item | 보행 시 발 아치 능동적 교정 및 신체 압력 중심 이동 궤적 개선을 통한 고령자 맞춤형 발바닥 근육 강화 인솔 개발,완제품 및 인체영향 성능평가 시험환경#10 | 환경조성/생산/사육시설장비 > 환경조성형시설장비 > 사용환경모사시설장비 @ 녹산단지 || 야외 활동 시험용 3차원 무선 모션캡쳐 시스템#110 | 물리적측정장비 > 길이/위치/자세측정장비 > 달리 분류되지 않는 길이/위치/자세측정장비 @ 녹산단지 || 전동높이조절 계단훈련 장비#120 | 임상의료장비 > 전문의학용특수장비 > 달리 분류되지 않는 전문의학용특수장비 @ 다대단지 || 기초 체력 측정 시스템#122 | 임상의료장비 > 임상측정/진단장비 > 근전도측정/진단장비 @ 다대단지 || 적외선 디지털 3차원 인간-신발 동작분석 시스템#125 | 광학/전자영상장비 > 카메라/영상처리장비 > 모션캡쳐카메라 @ 녹산단지,direct-text-overlap,{sourceField}에 적힌 '{keyword}'가 1개 기업 이력에서 확인되어 {functionName} 연결 근거가 됩니다
이동,이동 관련 장비 검증,기계가공/시험장비,달리 분류되지 않는 기계가공/시험장비,0.740,1,1,15,5,btp_support_history.support_item,기업 #1786#1786 | btp_support_history.support_item | 보행 시 발 아치 능동적 교정 및 신체 압력 중심 이동 궤적 개선을 통한 고령자 맞춤형 발바닥 근육 강화 인솔 개발,3차원 측정기#46 | 물리적측정장비 > 길이/위치/자세측정장비 > 달리 분류되지 않는 길이/위치/자세측정장비 @ 생곡단지 || 청정환기 소재 및 부품 복합 시험설비#134 | 기계가공/시험장비 > 달리 분류되지 않는 기계가공/시험장비 > x @ 지사단지 || 솔더 젖음성 시험기#196 | 기계가공/시험장비 > 재료물성시험장비 > 특성평가시스템 @ 장전단지 || 산업용 드론 플랫폼 수중#201 | 기계가공/시험장비 > 자동화/이송 장비 > 달리 분류되지 않는 자동화/이송장비 @ 지사단지 || 해외규격인증 개인착용형 호흡기 보호구(PPE) 시험 시스템#255 | 기계가공/시험장비 > 달리 분류되지 않는 기계가공/시험장비 > x @ 지사단지,direct-text-overlap,지원 이력의 '{keyword}' 항목이 5개 BTP 거점 장비와 연결되어 {functionName} 수요로 해석했습니다
소형,소형 관련 장비 검증,기계가공/시험장비,자동화/이송 장비,0.725,1,1,12,2,btp_support_history.support_item,기업 #2379#2379 | btp_support_history.support_item | 소형 RIM Driven Thruster 시제품 제작,산업용 드론 플랫폼_회전익_소형#3 | 기계가공/시험장비 > 자동화/이송 장비 > 로봇 @ 지사단지 || 산업용 드론 플랫폼 회전익 소형#37 | 기계가공/시험장비 > 자동화/이송 장비 > 비행장비 @ 지사단지 || 산업용 드론 플랫폼 회전익 소형 포획#190 | 기계가공/시험장비 > 자동화/이송 장비 > 비행장비 @ 지사단지 || 산업용 드론 플랫폼 회전익 소형#210 | 기계가공/시험장비 > 자동화/이송 장비 > 비행장비 @ 지사단지 || 오염물질 방출 성능평가 시스템#217 | 기계가공/시험장비 > 달리 분류되지 않는 기계가공/시험장비 > x @ 지사단지,direct-text-overlap,기업 문구와 장비 정보 양쪽에 '{keyword}'가 직접 나타나고 장비 12건이 확인되어 {functionName}으로 연결했습니다
Dynamic,Dynamic 관련 장비 검증,광학/전자영상장비,카메라/영상처리장비,0.720,1,1,11,4,btp_support_history.support_item,기업 #1786#1786 | btp_support_history.support_item | Dynamic Balance 데이터 및 할룩스 매직 인솔을 활용한 운동 APP 시제품 개발,동영상 3차원 계측 및 동작분석 하이스피드카메라#36 | 광학/전자영상장비 > 카메라/영상처리장비 > 기타특수카메라 @ 녹산단지 || 이동형 모니터링 분석 시스템#97 | 임상의료장비 > 전문의학용특수장비 > 달리 분류되지 않는 전문의학용특수장비 || 무인비행장치 변위측정용 레이저 트래커#168 | 물리적측정장비 > 길이/위치/자세측정장비 > 길이측정장비 @ 지사단지 || 변형특성분석기#221 | 데이터처리장비 > 하드웨어 > 저장장치 @ 지사단지 || 동영상 3차원 계측 및 동작분석 하이스피드카메라#224 | 광학/전자영상장비 > 카메라/영상처리장비 > 기타특수카메라 @ 녹산단지,direct-text-overlap,광학/전자영상장비 분류의 연결 장비가 11건 확인되어 '{keyword}'를 {functionName} 판단 단서로 삼았습니다
구조,구조 관련 장비 검증,광학/전자영상장비,현미경,0.720,1,1,11,3,btp_support_history.support_item,기업 #2379#2379 | btp_support_history.support_item | 식생 걸림 최소화 구조의 고출력 무인선박 개발을 위한 최적화 구조 및 적층 방안 전문가 자문,청정환기 소재 및 부품 복합 시험설비#134 | 기계가공/시험장비 > 달리 분류되지 않는 기계가공/시험장비 > x @ 지사단지 || 고해상도 광학현미경#199 | 광학/전자영상장비 > 현미경 > 광학현미경 @ 미음단지 || 산업용 드론 플랫폼 수중#201 | 기계가공/시험장비 > 자동화/이송 장비 > 달리 분류되지 않는 자동화/이송장비 @ 지사단지 || 그린카용 고전압 전장부품 전자파 시험실#206 | 전기/전자장비 > 측정시험장비 > 전자파측정시험장비 @ 지사단지 || 강우분사시험기#218 | 기계가공/시험장비 > 반도체장비 > 스프레이장비 @ 지사단지,direct-text-overlap,지원품목 데이터 1건에서 '{keyword}'가 반복되고 현미경 분류 장비 11건과 맞물려 {functionName}으로 보았습니다
주요,주요 관련 장비 검증,전기/전자장비,측정시험장비,0.720,1,1,11,3,btp_support_history.support_item,기업 #1049#1049 | btp_support_history.support_item | 전시장 및 주요 관광지 전망대용 증강현실(AR) 기반 망원경 기술사업화,주행차량 전자파 내성 측정 시스템#22 | 전기/전자장비 > 측정시험장비 > 전자파측정시험장비 @ 지사단지 || 완성차 방사내성 시험(RS)시험 시스템#55 | 전기/전자장비 > 측정시험장비 > 전자파측정시험장비 @ 지사단지 || 고전압_내성 시험시스템#62 | 전기/전자장비 > 측정시험장비 > 전자파측정시험장비 @ 지사단지 || 고전압_복사/전도 방출 시험시스템#81 | 전기/전자장비 > 측정시험장비 > 전자파측정시험장비 @ 지사단지 || 룸코너 테스터#127 | 기계가공/시험장비 > 재료물성시험장비 > 특성평가시스템 @ 미음단지,direct-text-overlap,{sourceField}에 적힌 '{keyword}'가 1개 기업 이력에서 확인되어 {functionName} 연결 근거가 됩니다
3축,3축 관련 장비 검증,기계가공/시험장비,자동화/이송 장비,0.715,1,1,10,2,btp_support_history.support_item,기업 #2080#2080 | btp_support_history.support_item | 3축 동요 안정기가 적용된 해상 충돌 방지 시스템용 주야간 감시 카메라 시제품 및 특허 지원,산업용 드론 플랫폼 회전익 소형#37 | 기계가공/시험장비 > 자동화/이송 장비 > 비행장비 @ 지사단지 || 산업용 드론 플랫폼 회전익 중형#69 | 기계가공/시험장비 > 자동화/이송 장비 > 비행장비 @ 지사단지 || 무선 근전도 시스템#124 | 임상의료장비 > 임상측정/진단장비 > 근전도측정/진단장비 @ 녹산단지 || 산업용 드론 플랫폼 회전익 중형#166 | 기계가공/시험장비 > 자동화/이송 장비 > 비행장비 @ 지사단지 || 산업용 드론 플랫폼 고정익 중형 하이브리드#177 | 기계가공/시험장비 > 자동화/이송 장비 > 비행장비 @ 지사단지,direct-text-overlap,지원 이력의 '{keyword}' 항목이 2개 BTP 거점 장비와 연결되어 {functionName} 수요로 해석했습니다
환경,환경 관련 장비 검증,화합물전처리/분석장비,분리분석장비,0.715,1,1,10,4,btp_support_history.support_item,기업 #1878#1878 | btp_support_history.support_item | 근로자 안전을 위한 시스템 서포트 붕괴 위험 진단 센싱 환경 설계 및 실증,완제품 및 인체영향 성능평가 시험환경#10 | 환경조성/생산/사육시설장비 > 환경조성형시설장비 > 사용환경모사시설장비 @ 녹산단지 || 샤시다이나모미터#140 | 물리적측정장비 > 힘/토오크/압력/진공측정장비 > 동력계 @ 지사단지 || 고저온만능시험기#150 | 기계가공/시험장비 > 재료물성시험장비 > 진동내구시험장비 @ 지사단지 || 무인비행장치 변위측정용 레이저 트래커#168 | 물리적측정장비 > 길이/위치/자세측정장비 > 길이측정장비 @ 지사단지 || 자동차용 실내 에어필터(cabin)의 가스오염물질 여과 성능평가 시스템#193 | 화합물전처리/분석장비 > 분리분석장비 > 가스크로마토그래피 @ 지사단지,direct-text-overlap,기업 문구와 장비 정보 양쪽에 '{keyword}'가 직접 나타나고 장비 10건이 확인되어 {functionName}으로 연결했습니다
스마트,스마트 관련 장비 검증,물리적측정장비,힘/토오크/압력/진공측정장비,0.705,1,1,8,3,btp_support_history.support_item,기업 #2379#2379 | btp_support_history.support_item | 스마트 밴드를 활용한 ICT 융복합 선박 승선원 안전관리시스템 기술,일상생활 실증평가실#11 | 환경조성/생산/사육시설장비 > 환경조성형시설장비 > 사용환경모사시설장비 @ 다대단지 || 무인비행장치 변위측정용 레이저 트래커#168 | 물리적측정장비 > 길이/위치/자세측정장비 > 길이측정장비 @ 지사단지 || 정적 자세 및 균형 측정기 2호#425 | 물리적측정장비 > 힘/토오크/압력/진공측정장비 > 달리 분류되지 않는 힘/토오크/압력/진공 측정장비 @ 녹산단지 || 정적 자세 및 균형 측정기 1호#426 | 물리적측정장비 > 힘/토오크/압력/진공측정장비 > 달리 분류되지 않는 힘/토오크/압력/진공 측정장비 @ 녹산단지 || 맞춤인솔분석기#428 | 기계가공/시험장비 > 성형/가공 장비 > 달리 분류되지 않는 성형/가공장비 @ 녹산단지,direct-text-overlap,지원 이력의 '{keyword}' 항목이 3개 BTP 거점 장비와 연결되어 {functionName} 수요로 해석했습니다
방지,방지 관련 장비 검증,기계가공/시험장비,열유체장비,0.700,1,1,7,3,btp_support_history.support_item,기업 #2080#2080 | btp_support_history.support_item | 3축 동요 안정기가 적용된 해상 충돌 방지 시스템용 주야간 감시 카메라 시제품 및 특허 지원,혼합 시스템#96 | 기계가공/시험장비 > 열유체장비 > 건조기 @ 일광단지 || 자동차용 실내 에어필터(cabin)의 가스오염물질 여과 성능평가 시스템#193 | 화합물전처리/분석장비 > 분리분석장비 > 가스크로마토그래피 @ 지사단지 || 항온 항습설비#203 | 기계가공/시험장비 > 열유체장비 > 항온/항습기 @ 다대단지 || 다축 모터 하중인가 시험기#226 | 기계가공/시험장비 > 재료물성시험장비 > 만능시험기 @ 다대단지 || 자동차용 실내 에어필터의 미세먼지 여과 성능평가 시스템#332 | 기계가공/시험장비 > 재료물성시험장비 > 특성평가시스템 @ 지사단지,direct-text-overlap,기업 문구와 장비 정보 양쪽에 '{keyword}'가 직접 나타나고 장비 7건이 확인되어 {functionName}으로 연결했습니다
장비의,장비의 관련 장비 검증,기계가공/시험장비,재료물성시험장비,0.700,1,1,7,4,btp_support_history.support_item,기업 #2379#2379 | btp_support_history.support_item | 파공 방수패드 장비의 성능 개선 및 제작,퓨리에 변환 적외선 분광기#87 | 화합물전처리/분석장비 > 분광분석장비 > 푸리에변환적외선분광기 || 룸코너 테스터#127 | 기계가공/시험장비 > 재료물성시험장비 > 특성평가시스템 @ 미음단지 || 오염물질 방출 성능평가 시스템#217 | 기계가공/시험장비 > 달리 분류되지 않는 기계가공/시험장비 > x @ 지사단지 || 3차원 다관절 스캐너#229 | 광학/전자영상장비 > 카메라/영상처리장비 > 스캐너 @ 엄궁단지 || 해외규격인증 개인착용형 호흡기 보호구(PPE) 시험 시스템#255 | 기계가공/시험장비 > 달리 분류되지 않는 기계가공/시험장비 > x @ 지사단지,direct-text-overlap,지원품목 데이터 1건에서 '{keyword}'가 반복되고 재료물성시험장비 분류 장비 7건과 맞물려 {functionName}으로 보았습니다
시뮬레이터,시뮬레이터 관련 장비 검증,전기/전자장비,분석장비,0.695,1,1,6,5,btp_support_history.main_product,"기업 #1049#1049 | btp_support_history.main_product | VR교육훈련장비, VR콘텐츠, AR/VR 시뮬레이터",전자기 시뮬레이터#35 | 전기/전자장비 > 분석장비 > 신호분석기 @ 엄궁단지 || 250kW 모터 다이나모 시스템#165 | 물리적측정장비 > 힘/토오크/압력/진공측정장비 > 동력계 @ 생곡단지 || 리크시험기#220 | 물리적측정장비 > 유체특성측정장비 > 유량계/수량계 @ 생곡단지 || 해외규격인증 개인착용형 호흡기 보호구(PPE) 시험 시스템#255 | 기계가공/시험장비 > 달리 분류되지 않는 기계가공/시험장비 > x @ 지사단지 || 위성영상 교육용 시뮬레이터 서버 가상화시스템#347 | 데이터처리장비 > 하드웨어 > 서버 @ 영도단지,direct-text-overlap,기업 제품군의 '{keyword}' 특성이 전기/전자장비 분류와 맞아 {functionName} 후보로 잡았습니다
안전,안전 관련 장비 검증,기계가공/시험장비,재료물성시험장비,0.695,1,1,6,3,btp_support_history.main_product,"기업 #2379#2379 | btp_support_history.main_product | 해양 안전, 구난 장비",일상생활 실증평가실#11 | 환경조성/생산/사육시설장비 > 환경조성형시설장비 > 사용환경모사시설장비 @ 다대단지 || 고저온만능시험기#150 | 기계가공/시험장비 > 재료물성시험장비 > 진동내구시험장비 @ 지사단지 || 근기능 증진 분석 시스템#154 | 임상의료장비 > 임상측정/진단장비 > 달리 분류되지 않는 임상측정/진단장비 @ 다대단지 || 420kW 모터 다이나모 시스템#169 | 물리적측정장비 > 힘/토오크/압력/진공측정장비 > 동력계 @ 생곡단지 || 기계제어식 높이조절 경사로#246 | 기계가공/시험장비 > 재료물성시험장비 > 달리 분류되지 않는 재료물성시험장비,direct-text-overlap,{sourceField}의 '{keyword}' 제품 표현이 1개 기업에서 확인되어 {functionName} 근거로 사용했습니다
IR,IR 관련 장비 검증,기계가공/시험장비,자동화/이송 장비,0.690,1,1,5,3,btp_support_history.support_item,기업 #1786#1786 | btp_support_history.support_item | IR 스토리 및 피칭,산업용 드론 플랫폼 회전익 소형#37 | 기계가공/시험장비 > 자동화/이송 장비 > 비행장비 @ 지사단지 || 산업용 드론 플랫폼 회전익 소형#210 | 기계가공/시험장비 > 자동화/이송 장비 > 비행장비 @ 지사단지 || 열화상 측정 장비#275 | 광학/전자영상장비 > 카메라/영상처리장비 > 열화상카메라 @ 다대단지 || 모션캡쳐 시스템#318 | 광학/전자영상장비 > 카메라/영상처리장비 > 모션캡쳐카메라 @ 지사단지 || 광학성능평가시스템#468 | 광학/전자영상장비 > 달리 분류되지 않는 광학/전자영상장비 > x @ 영도단지,direct-text-overlap,기업 문구와 장비 정보 양쪽에 '{keyword}'가 직접 나타나고 장비 5건이 확인되어 {functionName}으로 연결했습니다
적용한,적용한 관련 장비 검증,물리적측정장비,힘/토오크/압력/진공측정장비,0.690,1,1,5,1,btp_support_history.support_item,기업 #1786#1786 | btp_support_history.support_item | 압전 에너지 하베스팅을 적용한 에코 할룩스 매직 기능성 인솔 시제품 제작,정적 자세 및 균형 측정기 2호#425 | 물리적측정장비 > 힘/토오크/압력/진공측정장비 > 달리 분류되지 않는 힘/토오크/압력/진공 측정장비 @ 녹산단지 || 정적 자세 및 균형 측정기 1호#426 | 물리적측정장비 > 힘/토오크/압력/진공측정장비 > 달리 분류되지 않는 힘/토오크/압력/진공 측정장비 @ 녹산단지 || 맞춤인솔분석기#428 | 기계가공/시험장비 > 성형/가공 장비 > 달리 분류되지 않는 성형/가공장비 @ 녹산단지 || 보행분석기 2호#431 | 물리적측정장비 > 힘/토오크/압력/진공측정장비 > 달리 분류되지 않는 힘/토오크/압력/진공 측정장비 @ 녹산단지 || 보행분석기 1호#432 | 물리적측정장비 > 힘/토오크/압력/진공측정장비 > 달리 분류되지 않는 힘/토오크/압력/진공 측정장비 @ 녹산단지,direct-text-overlap,지원품목 데이터 1건에서 '{keyword}'가 반복되고 힘/토오크/압력/진공측정장비 분류 장비 5건과 맞물려 {functionName}으로 보았습니다
AR,AR 관련 장비 검증,기계가공/시험장비,반도체장비,0.685,1,1,4,1,btp_support_history.support_item,기업 #1049#1049 | btp_support_history.support_item | 전시장 및 주요 관광지 전망대용 증강현실(AR) 기반 망원경 기술사업화,퍼니스(RTP)#14 | 기계가공/시험장비 > 반도체장비 > 퍼니스 @ 장전단지 || 건식 식각기(Metal)#16 | 기계가공/시험장비 > 반도체장비 > 식각장비 @ 장전단지 || 스퍼터#161 | 기계가공/시험장비 > 반도체장비 > 스퍼터 @ 장전단지 || 건식식각기#204 | 기계가공/시험장비 > 반도체장비 > 식각장비 @ 장전단지,direct-text-overlap,{sourceField}에 적힌 '{keyword}'가 1개 기업 이력에서 확인되어 {functionName} 연결 근거가 됩니다
Balance,Balance 관련 장비 검증,화합물전처리/분석장비,분리정제장비,0.685,1,1,4,2,btp_support_history.support_item,기업 #1786#1786 | btp_support_history.support_item | Dynamic Balance 데이터 및 할룩스 매직 인솔을 활용한 운동 APP 시제품 개발,고속원심분리기#66 | 화합물전처리/분석장비 > 분리정제장비 > 원심분리기 @ 일광단지 || 균형 측정 평가 장비#160 | 임상의료장비 > 전문의학용특수장비 > 재활치료용검사장비 @ 다대단지 || 가상현실기반 동적균형능력 평가 장비#249 | 광학/전자영상장비 > 카메라/영상처리장비 > 모션캡쳐카메라 @ 다대단지 || 지면반력 센서#252 | 물리적측정장비 > 힘/토오크/압력/진공측정장비 > 달리 분류되지 않는 힘/토오크/압력/진공 측정장비 @ 다대단지,direct-text-overlap,지원 이력의 '{keyword}' 항목이 2개 BTP 거점 장비와 연결되어 {functionName} 수요로 해석했습니다
균형,균형 관련 장비 검증,물리적측정장비,힘/토오크/압력/진공측정장비,0.685,1,1,4,2,btp_support_history.main_product,"기업 #1786#1786 | btp_support_history.main_product | 기능성 깔창, 균형 능력 측정 장비",근기능 증진 분석 시스템#154 | 임상의료장비 > 임상측정/진단장비 > 달리 분류되지 않는 임상측정/진단장비 @ 다대단지 || 균형 측정 평가 장비#160 | 임상의료장비 > 전문의학용특수장비 > 재활치료용검사장비 @ 다대단지 || 정적 자세 및 균형 측정기 2호#425 | 물리적측정장비 > 힘/토오크/압력/진공측정장비 > 달리 분류되지 않는 힘/토오크/압력/진공 측정장비 @ 녹산단지 || 정적 자세 및 균형 측정기 1호#426 | 물리적측정장비 > 힘/토오크/압력/진공측정장비 > 달리 분류되지 않는 힘/토오크/압력/진공 측정장비 @ 녹산단지,direct-text-overlap,기업 문구와 장비 정보 양쪽에 '{keyword}'가 직접 나타나고 장비 4건이 확인되어 {functionName}으로 연결했습니다
